area_type,availability,location,size,society,total_sqft,bath,balcony,price
2,1,Kengeri Satellite Town,3,2317,920,2.0,3.0,39.0
2,0,Chandapura,3,2538,598 - 958,2.0,0.0,25.29
2,1,Electronic City,5,809,1631,3.0,2.0,80.0
2,0,Kanakpura Road,2,2062,525,1.0,1.0,27.5
3,1,Jalahalli,5,789,1395,3.0,3.0,82.0
2,1,Devi Nagar,5,590,2000,3.0,2.0,105.0
2,0,Hennur Road,3,882,1232,2.0,1.0,66.0
2,1,Gubbalala,3,594,1205,2.0,2.0,70.0
2,1,Rajiv Nagar,7,355,2340,5.0,1.0,129.0
2,1,Rayasandra,5,1638,1179,2.0,1.0,55.0
2,1,Kodigehaali,3,1474,1013,2.0,1.0,51.0
2,1,Uttarahalli,3,2209,1160,2.0,2.0,40.6
2,1,7th Phase JP Nagar,3,1444,1200,2.0,2.0,62.5
3,1,Samethanahalli,3,2105,1069,2.0,1.0,55.0
1,1,Kyalasanahalli,6,648,1200,3.0,2.0,99.0
2,1,Marathahalli,3,1722,1065,2.0,2.0,55.0
3,1,Lakshminarayana Pura,3,1078,1395,2.0,0.0,75.0
3,1,Hebbal Kempapura,5,280,1725,2.0,1.0,165.0
3,1,Coconut Grove Layout,3,2217,1007,2.0,2.0,43.0
2,0,Hebbal,5,278,1645,3.0,2.0,117.0
2,0,Mysore Road,3,1582,940,2.0,1.0,43.61
2,0,Hebbal,5,62,2850,5.0,3.0,343.0
2,1,Kadabagere,3,2586,675,1.0,1.0,15.0
2,1,Hebbal,3,491,1390,2.0,2.0,95.0
2,1,Lakshminarayana Pura,5,604,1500,3.0,2.0,104.0
2,0,Vijayanagar,5,709,2047,3.0,2.0,136.0
2,1,Jakkur,3,810,1202,2.0,1.0,79.0
2,1,Kodbisanhalli,3,1553,1012,2.0,1.0,59.0
2,1,Gunjur,5,1292,2132,3.0,3.0,80.0
2,1,Harlur,3,682,1331,2.0,1.0,88.0
3,1,Anand Nagar,4,104,1800,2.0,0.0,300.0
2,1,Akshaya Vana,5,1987,1280,2.0,2.0,49.0
2,1,Balagere,3,1510,1007,2.0,1.0,62.0
2,0,Thanisandra,5,2116,1370,2.0,1.0,61.0
2,1,Kalkere,3,1764,925,2.0,2.0,35.0
3,1,Attibele,2,2590,450,1.0,1.0,12.5
2,0,Hennur Road,3,882,1341,2.0,1.0,95.0
2,1,Tumkur Road,3,1016,992,2.0,1.0,60.0
2,1,Uttarahalli,3,1312,1163,2.0,2.0,68.0
2,1,Sarjapur  Road,3,785,1229,2.0,2.0,70.0
2,1,Electronic City Phase II,3,1781,1219,2.0,1.0,61.26
2,1,Raja Rajeshwari Nagar,5,816,1525,2.0,2.0,99.13
2,0,Kasavanhalli,3,1519,1147,2.0,1.0,60.0
2,1,Akshaya Nagar,5,873,1412,2.0,3.0,88.0
2,1,Nagarbhavi,3,1428,1190,2.0,2.0,63.0
2,1,Jigani,5,1768,1352,3.0,1.0,65.0
2,1,Uttarahalli,5,2209,1330,2.0,2.0,39.9
2,0,Electronic City,3,1177,1355,2.0,1.0,67.0
2,0,Ramamurthy Nagar,3,1904,1200,2.0,1.0,46.0
2,1,Begur Road,5,2049,1615,3.0,2.0,50.87
2,1,Devanahalli,3,1840,1080,2.0,1.0,52.0
2,1,Gollahalli,3,2334,1600,2.0,1.0,31.0
2,1,Electronic City,3,2443,1200,2.0,0.0,34.0
3,1,Amruthahalli,5,1328,1605,3.0,2.0,65.0
2,1,Kammanahalli,3,945,1200,2.0,2.0,80.0
2,0,Chandapura,5,2556,1230,2.0,2.0,31.37
2,1,Devasthanagalu,3,2185,946,2.0,2.0,45.0
2,0,Sarjapur  Road,5,732,1711,3.0,1.0,110.0
2,0,Chandapura,3,2561,950,2.0,1.0,25.65
2,1,Kudlu Gate,5,952,1656,3.0,2.0,80.0
2,1,Uttarahalli,3,1819,1075,2.0,1.0,46.76
2,1,LB Shastri Nagar,2,2490,665,1.0,2.0,32.0
2,0,Electronics City Phase 1,3,1484,1145,2.0,1.0,54.0
2,0,Whitefield,3,2280,1185,2.0,2.0,41.0
3,1,Marathahalli,5,437,1693,3.0,2.0,125.0
2,1,Dollars Layout,5,172,2456,3.0,3.0,220.0
2,1,Rajaji Nagar,5,58,2559,3.0,2.0,403.0
2,1,Uttarahalli,3,2209,1155,2.0,1.0,40.6
2,1,KR Puram,3,2263,1200,2.0,1.0,42.0
2,1,Janatha Colony,5,1645,1439,3.0,1.0,57.23
3,1,Yelahanka,3,1086,1315,2.0,3.0,75.0
2,1,Vijayanagar,3,794,1178,2.0,3.0,82.0
2,1,Mahadevpura,5,1487,1400,2.0,2.0,65.8
2,1,Thanisandra,3,892,1093,2.0,2.0,72.0
2,1,Horamavu Banaswadi,3,2157,1200,2.0,1.0,45.0
3,0,1st Block Jayanagar,5,415,1200,2.0,0.0,130.0
2,1,Uttarahalli,3,1119,1150,2.0,2.0,70.0
2,0,Whitefield,3,1295,1173,2.0,1.0,78.2
2,1,Thanisandra,3,2323,1140,2.0,1.0,39.0
2,1,Jakkur Plantation,5,580,1717,3.0,3.0,120.0
3,1,Hoodi,5,1419,1370,3.0,2.0,67.0
2,0,Electronics City Phase 1,3,774,1025,2.0,1.0,90.0
2,1,Bellandur,3,1871,1200,2.0,1.0,52.0
2,1,Thanisandra,3,1789,1200,2.0,1.0,53.5
2,0,Whitefield,5,399,1740,4.0,3.0,130.0
2,0,Hennur Road,3,882,1232,2.0,1.0,88.0
2,1,Whitefield,7,37,5924,4.0,3.0,625.0
2,1,Veersandra,3,1837,1250,2.0,1.0,50.0
3,1,Munivenkatppa Layout,3,178,1475,2.0,2.0,171.0
2,1,Bommanahalli,7,1608,2100,4.0,2.0,85.0
2,1,Padmanabhanagar,3,1856,1067,2.0,2.0,52.0
2,1,Sarjapur,5,2336,1364,2.0,2.0,56.0
2,1,Sathya Layout,5,610,1504,2.0,2.0,102.0
2,1,Hennur Road,5,266,2365,4.0,2.0,175.0
2,1,Hebbal,3,401,1333,2.0,1.0,100.0
2,1,Thanisandra,5,398,1698,3.0,2.0,107.0
2,1,Raja Rajeshwari Nagar,3,2037,1060,2.0,1.0,48.0
2,1,Hennur Road,3,1114,1310,2.0,1.0,66.0
2,1,Marathahalli,5,437,1693,3.0,1.0,125.0
2,1,Jigani,5,1768,1230,3.0,3.0,60.0
1,0,Devanahalli,6,345,1200,3.0,1.0,145.0
2,0,Munnekollal,5,1759,1385,2.0,2.0,66.5
2,1,Tumkur Road,3,1835,1066,2.0,2.0,52.5
2,0,Thanisandra,5,1113,2293,3.0,2.0,80.26
2,1,7th Phase JP Nagar,3,951,1000,2.0,1.0,70.65
2,1,Nagavarapalya,3,2499,907,2.0,2.0,38.0
2,1,Varthur,5,1238,1395,2.0,3.0,79.0
2,1,Kumbena Agrahara,3,2070,1180,2.0,2.0,50.0
2,1,Hiremath Layout,5,720,1490,2.0,1.0,92.0
2,1,Yeshwanthpur,3,1116,1144,2.0,2.0,67.0
2,1,Hormavu,3,1811,1143,2.0,1.0,53.0
1,1,Karuna Nagar,6,243,2500,3.0,2.0,190.0
2,0,Whitefield,3,492,1216,2.0,1.0,75.0
2,0,Nallurhalli,3,1403,1044,2.0,1.0,60.0
2,1,Prithvi Layout,3,891,1352,3.0,1.0,93.0
3,1,Bellandur,5,526,1785,3.0,2.0,120.0
2,0,Banashankari Stage V,5,1976,1650,3.0,2.0,51.98
2,1,Whitefield,3,2379,1060,2.0,1.0,35.0
2,1,Nagarbhavi,5,1762,1523,2.0,2.0,56.0
2,0,Kanakpura Road,5,432,1591,3.0,1.0,122.0
2,1,Ashwath Nagar,5,904,1640,3.0,3.0,84.0
3,1,Yelahanka New Town,2,2410,450,1.0,0.0,16.0
2,1,Bannerghatta Road,5,1642,1305,2.0,2.0,60.0
3,1,Kaggadasapura,3,1874,1240,2.0,3.0,45.0
2,1,Koramangala,3,206,1180,2.0,1.0,128.0
2,1,Bisuvanahalli,3,2270,845,2.0,1.0,33.0
2,1,Channasandra,5,2392,1310,2.0,2.0,45.0
2,1,Kambipura,3,2174,883,2.0,1.0,37.0
2,0,Yelahanka,3,1472,1390,2.0,2.0,70.21
2,1,Kenchenahalli,5,1820,1280,2.0,2.0,69.0
2,1,Yelahanka,5,740,1614,3.0,2.0,95.0
2,0,Ambalipura,3,2511,950,2.0,1.0,31.95
2,1,Akshaya Vana,3,1787,1141,2.0,1.0,55.0
2,1,5th Phase JP Nagar,3,1881,1200,2.0,2.0,51.0
2,1,Doddathoguru,3,2494,855,2.0,1.0,32.0
2,0,Chandapura,2,2556,645,1.0,1.0,16.45
2,1,Chandapura,3,2520,922,2.0,1.0,36.0
2,1,Nagadevanahalli,5,1360,1240,2.0,2.0,65.0
2,1,Rajiv Gandhi Nagar,3,870,1293,2.0,2.0,75.0
2,1,Yelahanka New Town,5,1156,1599,3.0,2.0,80.0
2,1,Nehru Nagar,3,2213,967,2.0,2.0,41.1
2,1,Silver Springs Layout,5,763,1885,3.0,3.0,90.0
2,1,Sarjapur  Road,3,748,1050,2.0,1.0,63.5
2,1,Marathahalli,5,874,1595,3.0,2.0,88.0
2,1,Sarjapur  Road,3,128,1350,2.0,2.0,102.0
3,1,Hebbal,3,1926,1204,2.0,2.0,45.0
2,1,Sarjapur  Road,3,2173,1035,2.0,2.0,49.0
2,1,Sarjapur  Road,5,847,1457,3.0,3.0,85.0
2,0,Whitefield,5,492,1655,3.0,3.0,120.0
2,0,Ramagondanahalli,3,1879,1215,2.0,1.0,46.1
2,1,Kanakpura Road,3,1674,1010 - 1300,2.0,0.0,50.125
2,0,Hoodi,5,611,1639,3.0,2.0,129.0
2,0,Sarjapur  Road,5,732,1685,3.0,1.0,135.0
2,1,Hormavu,3,2364,1100,2.0,3.0,38.0
2,0,Marathahalli,5,448,2122,3.0,2.0,125.0
3,1,Kengeri,3,2203,1230,2.0,2.0,45.0
3,0,Electronic City Phase II,5,1583,1252,2.0,3.0,65.0
2,0,8th Phase JP Nagar,2,2439,500,1.0,1.0,30.0
2,0,Hebbal,5,884,1355,3.0,2.0,83.87
2,1,Sarjapur  Road,3,673,1350,2.0,2.0,68.0
2,0,Whitefield,7,492,4003,6.0,3.0,300.0
2,1,Haralur Road,5,760,1560,3.0,1.0,90.0
2,0,Anandapura,3,2013,1151,2.0,1.0,43.16
2,1,Crimson Layout,3,1171,1250,2.0,2.0,60.0
2,0,Chandapura,5,2561,1110,2.0,2.0,29.97
3,1,Hennur Road,3,1932,1015,2.0,2.0,50.0
2,1,Kadugodi,5,981,1351,2.0,2.0,78.0
2,1,Yelahanka New Town,3,2410,960,2.0,2.0,50.0
3,1,R.T. Nagar,5,1159,1680,3.0,2.0,72.0
1,1,Arekere,6,238,2400,3.0,1.0,180.0
1,0,Yemlur,8,1,11000,5.0,3.0,2000.0
3,0,Ramamurthy Nagar Extension,5,2109,1350,3.0,2.0,48.6
2,1,Horamavu Banaswadi,3,1894,1254,2.0,2.0,47.0
2,1,Haralur Road,5,649,1255,3.0,2.0,115.0
2,1,CV Raman Nagar,3,1493,1051,2.0,3.0,61.0
3,1,Uttarahalli,3,1312,1099,2.0,2.0,65.0
2,1,Hebbal,5,139,2650,4.0,3.0,199.0
2,1,Yeshwanthpur,3,299,1541,2.0,2.0,130.0
1,0,Sarjapur  Road,6,516,1200,3.0,2.0,70.0
3,1,Whitefield,3,2163,1125,2.0,2.0,45.0
2,1,Vittasandra,5,1118,1650,3.0,2.0,85.0
2,1,Ashwini layout,2,1498,834,1.0,1.0,62.0
2,1,Gollarapalya Hosahalli,5,2007,1320,3.0,2.0,60.0
2,0,Mysore Road,5,1582,1500,3.0,2.0,74.0
1,1,Whitefield,8,28,4400,5.0,2.0,500.0
2,1,Whitefield,3,1193,1180,2.0,2.0,70.0
2,1,Kadugodi,3,1922,1010,2.0,1.0,50.0
2,1,Iblur Village,5,347,1920,3.0,2.0,130.0
3,1,Kalena Agrahara,3,2230,1040,2.0,2.0,45.0
2,1,Hulimavu,5,778,1430,2.0,2.0,90.0
2,1,Domlur,2,504,650,1.0,1.0,70.0
2,1,Thanisandra,5,398,1564,3.0,1.0,105.0
2,1,Raja Rajeshwari Nagar,3,2017,1128,2.0,1.0,48.79
2,1,Begur Road,3,2049,1200,2.0,2.0,44.4
3,1,Yelahanka,5,1054,1650,3.0,3.0,105.0
3,1,Yelahanka,3,1720,1200,2.0,2.0,55.0
2,1,Kengeri Satellite Town,3,2317,985,2.0,2.0,42.0
2,0,Ramagondanahalli,5,1879,1475,2.0,2.0,63.0
2,1,Hebbal,5,65,3450,5.0,0.0,348.0
2,0,Sarjapur  Road,5,1667,1157,2.0,1.0,53.99
3,1,Canara Bank Colony,3,2422,900,2.0,3.0,35.0
3,1,Sarjapur  Road,8,89,3800,3.0,3.0,325.0
1,1,Brookefield,10,252,1950,6.0,3.0,175.0
2,1,Kudlu,5,1308,1570,2.0,2.0,65.94
2,0,Kanakapura,3,1288,1283,2.0,2.0,68.0
3,1,Electronic City Phase II,5,2390,875,2.0,2.0,40.0
2,0,Old Madras Road,7,188,3630,6.0,1.0,196.0
2,1,Yelahanka,3,1798,990,2.0,2.0,37.62
2,1,Panathur,3,725,1199,2.0,1.0,85.0
3,1,Reliaable Tranquil Layout,3,1706,1190,2.0,1.0,55.0
3,1,Harlur,3,1728,1133,2.0,1.0,55.0
3,1,Somasundara Palya,7,880,2400,3.0,3.0,140.0
2,1,Begur Road,5,2049,1565,2.0,2.0,49.3
3,1,Munnekollal,3,1663,1080,2.0,2.0,45.0
1,1,Himagiri Meadows,6,231,1240,4.0,1.0,180.0
3,1,HRBR Layout,5,824,1335,2.0,1.0,87.0
2,1,HSR Layout,3,2072,1140,2.0,2.0,46.0
2,0,Sarjapur  Road,5,732,1700,3.0,1.0,79.9
2,1,Electronic City,2,1763,435,1.0,1.0,22.0
2,1,Magadi Road,3,1782,1116,2.0,1.0,51.89
2,1,Old Madras Road,5,724,1480,3.0,2.0,95.0
3,1,Hormavu,3,1925,1000,2.0,2.0,50.0
2,1,HSR Layout,3,2072,1145,2.0,2.0,46.0
2,1,Bommasandra,3,2386,800,1.0,1.0,32.0
2,0,Thanisandra,3,892,1265,2.0,1.0,83.0
2,0,Devanahalli,5,1157,1450 - 1950,3.0,0.0,88.2
2,1,Narayanappa Garden,3,1234,1475,2.0,1.0,70.0
2,1,BTM 2nd Stage,3,1774,1265,2.0,2.0,55.0
2,1,1st Phase JP Nagar,5,180,2180,3.0,2.0,210.0
2,1,Brookefield,3,1948,1080,2.0,3.0,50.0
2,1,Whitefield,5,499,2023,4.0,2.0,130.0
2,1,Kadubeesanahalli,5,1416,1545,2.0,2.0,66.0
2,1,Kalena Agrahara,5,307,1804,3.0,2.0,166.0
2,0,Hoodi,3,611,1108,2.0,1.0,74.23
2,1,Marathahalli,5,517,1730,3.0,2.0,115.0
2,1,RWF West Colony,5,1663,1427,2.0,3.0,70.0
2,1,Yelahanka,3,1798,935,2.0,1.0,35.53
2,1,Sarjapura - Attibele Road,3,2435,1073,2.0,2.0,31.77
3,1,Ananth Nagar,3,2367,960,2.0,3.0,37.0
2,1,Thigalarapalya,5,277,2215,4.0,2.0,150.0
3,0,Electronic City Phase II,3,2453,1125,2.0,1.0,32.49
2,1,7th Phase JP Nagar,3,887,1080,2.0,2.0,75.0
2,1,Uttarahalli,5,1797,1590,3.0,2.0,58.0
2,1,Seetharampalya,5,1506,1350,3.0,2.0,68.0
2,1,Kaggadasapura,5,1146,1560,2.0,3.0,72.0
3,1,Mallasandra,7,2195,1810,3.0,2.0,57.0
2,1,Kanaka Nagar,5,221,2274.24,4.0,1.0,160.0
2,0,Sonnenahalli,5,1597,1484,3.0,1.0,74.18
3,1,Indira Nagar,5,186,1650,3.0,3.0,220.0
2,1,Stage-4 Bommanahalli,5,1700,1455,2.0,2.0,55.0
2,1,Thanisandra,5,336,2280,4.0,2.0,184.0
2,1,Bharathi Nagar,3,973,1351,2.0,2.0,74.0
2,0,KR Puram,5,1967,1430,2.0,1.0,61.0
3,1,Whitefield,8,76,3589,5.0,0.0,400.0
2,0,Electronic City Phase II,5,2453,1310,2.0,2.0,37.83
2,0,Sarjapur  Road,3,1667,984,2.0,1.0,55.0
3,1,Jalahalli,5,789,1770,3.0,3.0,100.0
2,0,Bhoganhalli,3,784,1447,2.0,1.0,75.97
2,0,Kanakpura Road,3,885,1296,2.0,1.0,89.0
3,1,Kempapura,5,921,1570,3.0,2.0,80.0
2,1,Nagappa Reddy Layout,5,1147,1495,2.0,2.0,65.0
2,1,Hoodi,5,1304,1530,2.0,2.0,67.0
2,1,Gunjur,5,1292,1800,3.0,1.0,70.0
2,1,Bellandur,3,2036,1088,2.0,2.0,48.0
2,0,Hosa Road,5,1239,1533,3.0,1.0,98.18
3,1,Thubarahalli,5,764,1540,3.0,3.0,90.0
2,0,Hosa Road,3,1239,1040,2.0,1.0,68.59
2,1,Uttarahalli,3,2212,1180,2.0,1.0,41.3
2,1,Thigalarapalya,3,277,1245,2.0,2.0,100.0
2,1,Sarjapur,3,2566,1124,2.0,1.0,30.35
2,0,Begur Road,3,714,1100,2.0,1.0,71.42
2,1,Vijayanagar,3,1619,1019,2.0,1.0,58.0
2,1,Harlur,5,430,1756,3.0,2.0,128.0
2,0,Bommasandra,5,2181,1280,3.0,1.0,50.0
2,0,Whitefield,5,492,2134,4.0,2.0,118.0
2,0,Hosa Road,3,564,1369.1,2.0,1.0,98.0
2,1,Carmelaram,5,500,2515,4.0,3.0,155.0
2,1,Thigalarapalya,5,277,2215,4.0,2.0,154.0
2,1,Basapura,5,1140,1440,3.0,2.0,72.0
2,1,Hennur Road,5,1687,1186,2.0,2.0,55.33
2,1,Hebbal,5,491,1800,3.0,2.0,140.0
3,1,Kudlu,5,1308,1600,3.0,3.0,79.0
3,1,GM Palaya,3,2074,1000,2.0,1.0,35.0
2,1,Banashankari Stage III,5,1584,1305,2.0,1.0,59.0
2,0,Binny Pete,5,402,1740,3.0,1.0,150.0
3,1,Benson Town,3,367,1567,3.0,0.0,140.0
2,1,Kambipura,5,2174,1082,2.0,1.0,45.5
3,1,Begur,6,226,3500,4.0,2.0,185.0
2,1,Dasarahalli,3,1395,1220,2.0,2.0,52.0
2,1,6th Phase JP Nagar,3,424,1170,2.0,2.0,120.0
2,1,Ankappa Layout,5,1039,1670,3.0,2.0,75.0
2,1,Hennur Road,5,266,2264,3.0,2.0,168.0
2,1,Begur,3,1756,1100,2.0,2.0,55.0
2,1,Koramangala,3,193,1320,2.0,1.0,160.0
2,1,Electronics City Phase 1,3,1331,1125,2.0,2.0,65.0
3,1,BTM Layout,5,1044,1300,2.0,1.0,75.0
2,1,JP Nagar,5,867,1600,3.0,2.0,83.0
2,0,Magadi Road,5,1782,1052,2.0,1.0,60.0
2,1, Devarachikkanahalli,3,2396,1130,2.0,2.0,36.0
2,1,BTM 2nd Stage,5,156,2200,3.0,3.0,220.0
3,1,Electronic City,5,1763,1500,2.0,1.0,63.0
2,0,Old Madras Road,5,2279,1350,3.0,1.0,47.25
2,1,Gottigere,5,2009,1230,2.0,2.0,52.0
2,0,Haralur Road,5,676,1520,2.0,2.0,85.0
2,0,Kanakpura Road,2,2062,525,1.0,1.0,26.25
2,0,Hosa Road,3,1239,1040,2.0,1.0,61.0
2,0,Old Airport Road,7,214,2690,4.0,3.0,201.0
2,1,Domlur,2,504,780,1.0,1.0,70.0
2,1,Panathur,3,1644,1140,2.0,1.0,51.2
2,0,Chandapura,5,2561,1225,3.0,1.0,33.08
3,1,Nagavarapalya,2,2499,646,1.0,0.0,25.84
2,0,Kadugodi,5,605,1890,4.0,3.0,125.0
2,1,Whitefield,5,1580,1458,2.0,2.0,62.0
3,1,Balagere,3,1510,1007,2.0,1.0,67.0
2,1,Doddathoguru,3,1938,1105,2.0,1.0,50.0
2,1,Lakshminarayana Pura,5,604,1700,3.0,3.0,150.0
2,1,Raja Rajeshwari Nagar,3,1765,1170,2.0,3.0,50.0
3,1,Chandapura,3,2165,1080,2.0,3.0,45.0
2,1,Kaggalipura,5,1877,1150,2.0,1.0,62.0
2,0,Ramamurthy Nagar,3,1904,1200,2.0,1.0,57.9
2,1,Kudlu Gate,5,952,1656,3.0,2.0,75.0
2,1,KR Puram,3,2118,1040,2.0,2.0,50.0
2,1,Hosur Road,3,2411,1085,2.0,2.0,33.7
1,1,Hoodi,8,478,1100,4.0,1.0,120.0
3,1,Kallumantapa,3,1829,1050,2.0,1.0,55.0
2,0,Iblur Village,5,347,1920,3.0,2.0,150.0
2,1,Mysore Road,3,723,947.55,2.0,1.0,80.0
3,1,Malleshpalya,3,953,1421,2.0,1.0,90.0
2,0,Old Madras Road,5,1235,1425,2.0,2.0,74.31
2,1,Budigere,3,1179,1162,2.0,1.0,58.0
2,0,Whitefield,2,492,905,1.0,1.0,60.0
2,1,Sarjapur  Road,3,2088,914,2.0,1.0,32.0
1,1,Hormavu,8,111,3500,4.0,1.0,289.0
2,1,Whitefield,5,1580,1537,2.0,3.0,70.0
2,1,Malleshwaram,5,195,2250,3.0,1.0,200.0
1,1,Hosur Road,8,640,2000,4.0,1.0,69.0
3,1,Anjanapura,3,2385,950,2.0,0.0,32.0
2,1,Yelahanka,5,1798,1282,2.0,1.0,48.72
3,1,Jakkur,5,1656,1220,2.0,2.0,49.0
2,1,Budigere,5,1179,1636,3.0,2.0,85.0
3,1,7th Phase JP Nagar,5,1590,1415,3.0,1.0,65.0
1,1,Bommenahalli,6,12,15Acres,3.0,1.0,217.0
2,1,Green Glen Layout,5,469,1728,3.0,2.0,125.0
2,1,7th Phase JP Nagar,5,489,1680,3.0,3.0,125.0
2,0,Venkatapura,3,164,1235,2.0,1.0,140.0
3,1,Kasavanhalli,3,722,1495,2.0,2.0,83.0
2,1,Yeshwanthpur,5,1116,2501,3.0,3.0,138.0
4,0,Kanakpura Road,2,1816,381,1.0,0.0,28.0
2,0,Gopalapura,7,86,3301.8,5.0,2.0,570.0
2,1,Hennur Road,5,450,2002,3.0,2.0,120.0
3,0,Meenakunte,6,137,3200,3.0,0.0,260.0
3,1,Basavanna Nagar,5,738,1450,3.0,2.0,90.0
2,1,Electronic City,3,1907,1039,2.0,1.0,50.0
2,1,Old Madras Road,3,724,1210,2.0,1.0,80.0
2,1,Attibele,3,2531,995,1.0,1.0,24.88
3,1,Yelahanka,5,728,1620,3.0,2.0,90.0
3,1,Choodasandra,6,60,3204,4.0,3.0,395.0
3,1,Hebbal Kempapura,5,72,3408,3.0,3.0,260.0
3,1,Marathahalli,3,1707,1314,2.0,3.0,55.0
2,1,Bisuvanahalli,3,2270,945,2.0,1.0,33.0
3,1,Nehru Nagar,5,730,1374,3.0,2.0,72.0
3,0,Kanakpura Road,5,432,1603,3.0,3.0,113.0
3,1,Kengeri,5,1689,1230,2.0,2.0,52.0
2,1,Sarjapur  Road,7,748,1864,3.0,2.0,105.0
3,0,Hosa Road,6,617,2500,3.0,2.0,100.0
2,1,Raja Rajeshwari Nagar,5,1777,1625,2.0,2.0,54.0
2,1,Whitefield,3,1818,1186,2.0,3.0,55.0
2,1,Electronic City,3,1763,770,1.0,1.0,39.9
2,0,Varthur,3,2177,1085,2.0,1.0,45.0
2,1,Dairy Circle,7,77,3754,6.0,2.0,480.0
2,1,Dodsworth Layout,5,710,1893,3.0,2.0,115.0
2,1,Kundalahalli,5,983,1496,2.0,3.0,78.0
2,0,Chandapura,5,2556,1305,3.0,1.0,33.28
2,1,Electronics City Phase 1,5,1671,1550,2.0,2.0,82.0
2,0,Badavala Nagar,5,651,1494,2.0,2.0,94.55
2,1,Electronic City Phase II,3,1099,1286,2.0,2.0,69.0
2,1,Hebbal,5,702,1860,3.0,2.0,95.0
2,1,Haralur Road,3,2132,1243,2.0,2.0,45.0
2,1,Brookefield,3,734,1200,2.0,2.0,75.0
2,1,Sarjapur,3,2449,1044,2.0,2.0,32.0
2,1,7th Phase JP Nagar,3,1872,1040,2.0,1.0,41.59
2,1,Subramanyapura,5,1643,1278,2.0,2.0,59.0
2,1,Belatur,3,2214,1250,2.0,1.0,43.0
2,0,Sarjapur  Road,5,1667,1157,2.0,1.0,57.84
2,1,Raja Rajeshwari Nagar,3,2017,1185,2.0,1.0,51.15
2,1,Kalena Agrahara,5,1035,1450,3.0,3.0,100.0
2,1,Old Madras Road,5,653,1859,3.0,2.0,121.0
2,1,Rajaji Nagar,3,58,1763,3.0,2.0,262.0
2,0,Attibele,3,2550,900,1.0,1.0,25.0
2,1,Ramamurthy Nagar,5,1747,1305,3.0,1.0,60.0
2,1,Thanisandra,2,2409,763 - 805,1.0,0.0,35.285
2,1,Sarjapur  Road,3,2088,1150,2.0,0.0,36.8
3,1,Whitefield,5,861,1806,3.0,3.0,85.0
2,1,Kudlu,3,2199,1027,2.0,2.0,42.0
2,0,Uttarahalli,3,2001,1002,2.0,1.0,40.08
2,0,Electronic City Phase II,5,2453,1220,2.0,1.0,36.21
2,1,Whitefield,3,2311,1109,2.0,1.0,35.22
3,1,Uttarahalli,3,2001,1002,2.0,1.0,40.08
2,1,Narayanapura,3,570,1308,2.0,1.0,89.04
2,0,Hennur Road,3,882,1232,2.0,1.0,69.6
2,1,Raja Rajeshwari Nagar,3,2017,1255,2.0,1.0,53.87
3,1,Akshaya Nagar,5,873,1434,3.0,3.0,84.0
3,1,Doddathoguru,3,2506,925,2.0,2.0,30.0
2,0,Jakkur,5,501,1858,3.0,1.0,123.0
3,1,Jakkuru Layout,3,1213,1205,2.0,1.0,70.0
1,0,Nelamangala,6,834,1500,3.0,2.0,90.0
2,1,Thanisandra,3,892,965,2.0,1.0,56.0
2,1,Battarahalli,3,679,1636,2.0,2.0,82.89
2,0,Kundalahalli,5,572,1724,3.0,1.0,125.0
2,0,Whitefield,3,492,1216,2.0,1.0,67.0
2,0,Yelahanka,2,1876,654,1.0,1.0,36.25
2,1,Budigere,5,1179,1636,3.0,2.0,92.0
2,0,Hennur Road,3,883,1195,2.0,2.0,73.0
2,1,Nagavara,5,141,2400,3.0,3.0,251.0
2,0,Thanisandra,5,1180,1546,3.0,1.0,95.0
3,1,Sarjapur  Road,8,516,3307 - 3464,6.0,0.0,142.0
2,1,Indira Nagar,3,259,1475,2.0,2.0,171.0
3,1,JP Nagar,7,314,3000,3.0,2.0,150.0
2,1,Balagere,3,1510,1007,2.0,1.0,66.0
3,1,Kada Agrahara,5,2273,909,2.0,1.0,43.0
2,1,Dodsworth Layout,3,710,1400,2.0,3.0,85.0
2,1,Whitefield,3,1581,1150,2.0,2.0,55.0
2,1,Old Madras Road,5,188,2990,5.0,1.0,173.0
2,1,Bellandur,3,1509,1310,2.0,2.0,85.0
2,1,Hosur Road,5,373,1590,2.0,2.0,126.0
2,1,Green Glen Layout,5,529,1645,3.0,2.0,110.0
2,1,Thanisandra,5,398,1795,3.0,2.0,150.0
2,0,Thanisandra,2,1180,620 - 934,1.0,0.0,38.535
2,1,Kalkere,3,1764,925,2.0,2.0,70.0
1,1,Konanakunte,8,66,3746,6.0,1.0,375.0
2,1,Thanisandra,5,2063,1430,2.0,2.0,54.0
2,1,Bommanahalli,3,1870,1020,2.0,2.0,55.0
2,0,Electronic City Phase II,3,2453,1140,2.0,1.0,32.92
2,0,Hebbal,7,278,2470,4.0,2.0,203.0
3,1,Maruthi Nagar,3,2406,850,1.0,0.0,35.5
2,1,Thanisandra,5,398,1697,3.0,2.0,110.0
2,1,Gottigere,3,1491,1120,2.0,2.0,50.0
3,1,Thanisandra,5,892,1492,3.0,1.0,88.0
2,0,Devanahalli,5,1901,1498,3.0,3.0,79.15
3,1,Bellari Road,7,68,3500,2.0,1.0,350.0
2,1,Kundalahalli,3,1902,1010,2.0,1.0,48.27
2,1,Hennur,3,1686,1255,2.0,2.0,53.5
